#name,region,country,latitude,longitude,location_type,conflict_date,population,fatalities,initial_idps,first_event_date,conflict_score,original_camps
Wushishi,Niger,Nigeria,9.7113466,5.9103153,conflict_zone,1,140200,2,13,08/03/2023,0.13,
Abeokuta North,Ogun,Nigeria,7.2344951,3.2012259,town,0,338100,0,13,,0.13,
Abeokuta South,Ogun,Nigeria,7.1594138,3.3645466,town,0,425700,0,16,,0.16,
Ado-Odo/Ota,Ogun,Nigeria,6.6244986,3.0822509,town,0,896700,0,35,,0.35,
Ewekoro,Ogun,Nigeria,6.961699,3.1734405,town,0,93700,0,3,,0.03,
Ifo,Ogun,Nigeria,6.7563533,3.2416864,conflict_zone,5,917000,6,92,12/10/2022,0.92,
Ijebu East,Ogun,Nigeria,6.8181465,4.2512575,town,0,185900,0,6,,0.06,
Ijebu North,Ogun,Nigeria,7.0321309,3.9914572,town,0,477100,0,18,,0.18,
Ijebu North East,Ogun,Nigeria,6.887079,4.0068673,town,0,117000,0,3,,0.03,
Ijebu Ode,Ogun,Nigeria,6.8140077,3.9151668,town,0,267300,0,10,,0.1,
Ikenne,Ogun,Nigeria,6.9010633,3.6977168,town,0,202600,0,7,,0.07,
Imeko Afon,Ogun,Nigeria,7.6689511,2.8602162,town,0,141100,0,4,,0.04,
Ipokia,Ogun,Nigeria,6.6435327,2.8114232,town,0,255800,0,9,,0.09,
Obafemi-Owode,Ogun,Nigeria,6.9171661,3.4459066,town,0,399800,0,15,,0.15,
Odeda,Ogun,Nigeria,7.3126235,3.4564069,conflict_zone,1,186300,0,18,27/09/2022,0.18,
Odogbolu,Ogun,Nigeria,6.8077002,3.8141003,town,0,213700,0,7,,0.07,
Ogun Waterside,Ogun,Nigeria,6.4608378,4.3903695,town,0,126200,0,4,,0.04,
Remo North,Ogun,Nigeria,6.9954504,3.7177572,town,0,101600,0,3,,0.03,
Sagamu,Ogun,Nigeria,6.8477165,3.6440551,town,0,435200,0,17,,0.17,
Yewa North (Egbado North),Ogun,Nigeria,7.1798949,2.9043744,town,0,312700,0,12,,0.12,
Yewa South (Egbado South),Ogun,Nigeria,6.7778023,2.9583573,town,0,286300,0,10,,0.1,
Akoko North East,Ondo,Nigeria,7.5625875,5.9042263,town,0,275100,0,10,,0.1,
Akoko North West,Ondo,Nigeria,7.6501791,5.8147441,town,0,325500,0,12,,0.12,
Akoko South East,Ondo,Nigeria,7.4224908,5.9050607,town,0,126600,0,4,,0.04,
Akoko South West,Ondo,Nigeria,7.4008129,5.7056416,town,0,350800,0,13,,0.13,
Akure North,Ondo,Nigeria,7.2520757,5.3143805,town,0,200900,0,7,,0.07,
Akure South,Ondo,Nigeria,7.22318,5.1688323,town,0,553400,0,21,,0.21,
Ese-Odo,Ondo,Nigeria,6.2308481,4.9530442,town,0,243100,0,9,,0.09,
Idanre,Ondo,Nigeria,6.975549,5.2547047,conflict_zone,2,199400,1,19,12/01/2023,0.19,
Ifedore,Ondo,Nigeria,7.3528421,5.1103681,town,0,270900,0,10,,0.1,
Ilaje,Ondo,Nigeria,6.1963821,4.7590558,town,0,445200,0,17,,0.17,
Ile-Oluji-Okeigbo,Ondo,Nigeria,7.2369326,4.8913266,town,0,264000,0,10,,0.1,
Irele,Ondo,Nigeria,6.4894071,4.8700171,town,0,221400,0,8,,0.08,
Odigbo,Ondo,Nigeria,6.7318828,4.8851666,town,0,356800,0,13,,0.13,
Okitipupa,Ondo,Nigeria,6.5654448,4.7294512,conflict_zone,1,359700,0,35,21/06/2023,0.35,
Ondo East,Ondo,Nigeria,7.0668049,4.9623712,town,0,116900,0,3,,0.03,
Ondo West,Ondo,Nigeria,7.0331466,4.7687111,town,0,443800,0,17,,0.17,
Ose,Ondo,Nigeria,7.0510139,5.7286513,town,0,221400,0,8,,0.08,
Owo,Ondo,Nigeria,7.1962012,5.5868016,conflict_zone,1,341400,0,34,28/01/2023,0.34,
Aiyedade,Osun,Nigeria,7.22050701,4.28282345,town,0,194200,0,7,,0.07,
Aiyedire,Osun,Nigeria,7.572451,4.2162199,town,0,99100,0,3,,0.03,
Atakunmosa East,Osun,Nigeria,7.4522101,4.7859321,town,0,98800,0,3,,0.03,
Atakunmosa West,Osun,Nigeria,7.4867096,4.6788691,town,0,88700,0,2,,0.02,
Boluwaduro,Osun,Nigeria,7.9466402,4.8092286,town,0,92100,0,2,,0.02,
Boripe,Osun,Nigeria,7.8622021,4.6594465,town,0,180100,0,6,,0.06,
Ede North,Osun,Nigeria,7.7344181,4.4739981,town,0,108800,0,3,,0.03,
Ede South,Osun,Nigeria,7.6592075,4.4636917,town,0,98000,0,3,,0.03,
Egbedore,Osun,Nigeria,7.7874849,4.4362977,town,0,96000,0,3,,0.03,
Ejigbo,Osun,Nigeria,7.8999894,4.3167086,conflict_zone,1,172000,0,16,25/02/2023,0.16,
Ife Central,Osun,Nigeria,7.5463691,4.5280269,town,0,217100,0,8,,0.08,
Ifedayo,Osun,Nigeria,7.9618888,4.9848067,town,0,48700,0,1,,0.01,
Ife East,Osun,Nigeria,7.403415,4.5995946,town,0,244900,0,9,,0.09,
Ife North,Osun,Nigeria,7.2776156,4.4528658,town,0,199000,0,7,,0.07,
Ife South,Osun,Nigeria,7.2248225,4.6099752,town,0,174600,0,6,,0.06,
Ila,Osun,Nigeria,7.9702751,4.8951082,town,0,80600,0,2,,0.02,
Ilesha East,Osun,Nigeria,7.613081,4.7626925,town,0,136800,0,4,,0.04,
Ilesha West,Osun,Nigeria,7.6388128,4.7163994,town,0,138700,0,4,,0.04,
Irewole,Osun,Nigeria,7.4233538,4.2112928,town,0,185400,0,6,,0.06,
Isokan,Osun,Nigeria,7.2917009,4.1970783,town,0,132500,0,4,,0.04,
Iwo,Osun,Nigeria,7.633333,4.183333,conflict_zone,1,248400,1,24,23/06/2023,0.24,
Obokun,Osun,Nigeria,7.7744022,4.7781458,town,0,151700,0,5,,0.05,
Odo-Otin,Osun,Nigeria,8.0074435,4.6790483,town,0,171500,0,6,,0.06,
Ola-Oluwa,Osun,Nigeria,7.7457421,4.1994322,town,0,99000,0,3,,0.03,
Olorunda,Osun,Nigeria,7.8734477,4.5821284,town,0,170900,0,6,,0.06,
Oriade,Osun,Nigeria,7.5530772,4.8674131,town,0,192600,0,7,,0.07,
Orolu,Osun,Nigeria,7.903355,4.4735706,town,0,133500,0,4,,0.04,
Osogbo,Osun,Nigeria,7.7583222,4.5750447,town,0,201900,0,7,,0.07,
Afijio,Oyo,Nigeria,7.747811,3.8965833,town,0,188900,0,6,,0.06,
Akinyele,Oyo,Nigeria,7.5545037,3.9120421,conflict_zone,4,302700,3,30,24/12/2022,0.3,
Atiba,Oyo,Nigeria,8.2356925,3.8685804,town,0,240500,0,9,,0.09,
Atisbo,Oyo,Nigeria,8.4031483,3.2515872,town,0,157200,0,5,,0.05,
Egbeda,Oyo,Nigeria,7.3926446,4.0387216,conflict_zone,1,405400,0,40,10/08/2022,0.4,
Ibadan North,Oyo,Nigeria,7.4206525,3.9092156,town,0,440400,0,17,,0.17,
Ibadan North East,Oyo,Nigeria,7.3939066,3.9273483,town,0,473700,0,18,,0.18,
Ibadan North West,Oyo,Nigeria,7.403651,3.871402,town,0,220100,0,8,,0.08,
Ibadan South East,Oyo,Nigeria,7.355048,3.9035289,town,0,380800,0,14,,0.14,
Ibadan South West,Oyo,Nigeria,7.3733705,3.8589668,town,0,404600,0,15,,0.15,
Ibarapa Central,Oyo,Nigeria,7.4115165,3.247705,town,0,147600,0,5,,0.05,
Ibarapa East,Oyo,Nigeria,7.5840667,3.459362,town,0,167500,0,6,,0.06,
Ibarapa North,Oyo,Nigeria,7.6445747,3.1731014,town,0,143300,0,5,,0.05,
Ido,Oyo,Nigeria,7.5191533,3.697842,conflict_zone,1,148800,1,14,09/12/2022,0.14,
Irepo,Oyo,Nigeria,9.0246081,3.8849516,town,0,173300,0,6,,0.06,
Iseyin,Oyo,Nigeria,7.9710106,3.5956141,conflict_zone,5,365300,1,36,17/09/2022,0.36,
Itesiwaju,Oyo,Nigeria,8.2107134,3.5481983,town,0,182100,0,6,,0.06,
Iwajowa,Oyo,Nigeria,7.9901335,2.9887347,town,0,147000,0,5,,0.05,
Kajola,Oyo,Nigeria,8.0285326,3.3585943,town,0,286600,0,10,,0.1,
Lagelu,Oyo,Nigeria,7.5116973,4.0789034,town,0,211700,0,7,,0.07,
Ogbomosho North,Oyo,Nigeria,8.1568767,4.2633807,town,0,284200,0,10,,0.1,
Ogbomosho South,Oyo,Nigeria,8.0747153,4.2369848,town,0,143500,0,5,,0.05,
Ogo Oluwa,Oyo,Nigeria,7.9610822,4.1808762,town,0,93200,0,3,,0.03,
Olorunsogo,Oyo,Nigeria,8.7931509,4.0601689,town,0,116200,0,3,,0.03,
Oluyole,Oyo,Nigeria,7.2195796,3.8929879,town,0,290800,0,11,,0.11,
Ona-Ara,Oyo,Nigeria,7.258719,4.0649434,town,0,379500,0,14,,0.14,
Orelope,Oyo,Nigeria,8.7941346,3.8019227,town,0,148600,0,5,,0.05,
Ori Ire,Oyo,Nigeria,8.3093052,4.2035848,town,0,213500,0,7,,0.07,
Oyo East,Oyo,Nigeria,7.870081,4.0289582,town,0,177400,0,6,,0.06,
Oyo West,Oyo,Nigeria,7.9571932,3.8166315,town,0,195000,0,7,,0.07,
Saki East,Oyo,Nigeria,8.710249,3.5676274,town,0,155700,0,5,,0.05,
Saki West,Oyo,Nigeria,8.6429222,3.2031583,town,0,390500,0,15,,0.15,
Barkin Ladi,Plateau,Nigeria,9.57549,8.970077,conflict_zone,7,264500,35,26,25/02/2023,0.26,
Bokkos,Plateau,Nigeria,9.2285352,8.8948024,conflict_zone,8,264100,12,300,08/10/2022,0.26,
Jos East,Plateau,Nigeria,9.872746,9.1340164,town,0,129900,0,188,,0.04,
Jos North,Plateau,Nigeria,9.9421959,8.8929852,town,0,643200,0,2555,,0.25,
Jos South,Plateau,Nigeria,9.7587528,8.8487805,town,0,458100,0,847,,0.17,
Kanam,Plateau,Nigeria,9.491138,10.1545302,town,0,246600,0,995,,0.09,
Kanke,Plateau,Nigeria,9.3671789,9.6393549,town,0,182800,0,1481,,0.06,
Langtang North,Plateau,Nigeria,9.0494609,9.8187243,town,0,209400,0,688,,0.07,
Langtang South,Plateau,Nigeria,8.5842962,9.8329948,town,0,154700,0,1180,,0.05,
Mangu,Plateau,Nigeria,9.3622293,9.1816302,conflict_zone,19,442100,120,676,27/08/2022,0.44,
Mikang,Plateau,Nigeria,9.0122647,9.5544813,town,0,141800,0,621,,0.05,
Pankshin,Plateau,Nigeria,9.3054781,9.3794144,conflict_zone,5,279700,0,516,26/09/2022,0.27,
Qua'An Pan,Plateau,Nigeria,8.7664165,9.1244816,town,0,290200,0,2477,,0.11,
Riyom,Plateau,Nigeria,9.5564637,8.704925,conflict_zone,1,193900,0,3922,06/01/2023,0.19,
Shendam,Plateau,Nigeria,8.7365546,9.5155524,town,0,301800,0,1548,,0.11,
Wase,Plateau,Nigeria,9.0070529,10.2440209,conflict_zone,1,235200,3,358,17/10/2022,0.23,
Abua - Odual,Rivers,Nigeria,4.8469396,6.5600328,town,0,406200,0,15,,0.15,
Ahoada East,Rivers,Nigeria,5.0504985,6.64296,town,0,239200,0,8,,0.08,
Ahoada West,Rivers,Nigeria,5.0419659,6.513134,town,0,358400,0,13,,0.13,
Akuku Toru,Rivers,Nigeria,4.5336289,6.6786707,town,0,231700,0,8,,0.08,
Andoni,Rivers,Nigeria,4.5061458,7.4073072,town,0,313400,0,12,,0.12,
Asari-Toru,Rivers,Nigeria,4.7529381,6.8348322,town,0,316100,0,12,,0.12,
Bonny,Rivers,Nigeria,4.505781,7.203466,conflict_zone,2,309200,0,30,18/03/2023,0.3,
Degema,Rivers,Nigeria,4.5905613,6.9389479,town,0,358800,0,13,,0.13,
Eleme,Rivers,Nigeria,4.7506524,7.1474252,town,0,273500,0,10,,0.1,
Emuoha,Rivers,Nigeria,5.0315991,6.7635686,town,0,289200,0,11,,0.11,
Etche,Rivers,Nigeria,5.0765321,7.0926388,town,0,359500,0,13,,0.13,
Gokana,Rivers,Nigeria,4.6578536,7.2944847,town,0,336300,0,12,,0.12,
Ikwerre,Rivers,Nigeria,5.0705152,6.8820046,town,0,271700,0,10,,0.1,
Khana,Rivers,Nigeria,4.6693695,7.4375406,town,0,421300,0,16,,0.16,
Obio/Akpor,Rivers,Nigeria,4.8663068,7.0202155,town,0,665000,0,26,,0.26,
Ogba - Egbema - Ndoni,Rivers,Nigeria,5.4512857,6.6409178,town,0,407400,0,15,,0.15,
Ogu - Bolo,Rivers,Nigeria,4.6742177,7.201702,town,0,108300,0,3,,0.03,
Okrika,Rivers,Nigeria,4.6920776,7.0614745,town,0,319700,0,12,,0.12,
Omumma,Rivers,Nigeria,5.0931204,7.235432,town,0,144400,0,5,,0.05,
Opobo - Nkoro,Rivers,Nigeria,4.509114,7.5226472,town,0,219800,0,8,,0.08,
Oyigbo,Rivers,Nigeria,4.8814078,7.1334475,conflict_zone,1,180300,2,17,19/05/2023,0.17,
Port-Harcourt,Rivers,Nigeria,4.7676576,7.0188527,town,0,774600,0,30,,0.3,
Tai,Rivers,Nigeria,4.7698464,7.261975,town,0,173000,0,6,,0.06,
Binji,Sokoto,Nigeria,13.2095387,4.7694358,conflict_zone,3,180000,1,140,18/08/2022,0.17,
Bodinga,Sokoto,Nigeria,12.8106793,5.1723538,town,0,300900,0,907,,0.11,
Dange Shuni,Sokoto,Nigeria,12.8256542,5.4191047,town,0,333900,0,12,,0.12,
Gada,Sokoto,Nigeria,13.6829016,5.7011027,conflict_zone,1,429900,0,708,18/08/2022,0.43,
Goronyo,Sokoto,Nigeria,13.3498618,5.7675412,conflict_zone,5,314300,4,5840,07/11/2022,0.31,
Gudu,Sokoto,Nigeria,13.4596132,4.4512601,town,0,164700,0,914,,0.05,
Gwadabawa,Sokoto,Nigeria,13.4160911,5.3227333,conflict_zone,3,399700,22,887,18/08/2022,0.4,
Illela,Sokoto,Nigeria,13.6664957,5.321407,conflict_zone,9,259100,6,326,18/08/2022,0.25,
Isa,Sokoto,Nigeria,13.202844,6.4057228,conflict_zone,12,259400,8,2107,05/10/2022,0.25,
Kebbe,Sokoto,Nigeria,11.8863543,4.7436167,conflict_zone,2,212600,0,238,08/11/2022,0.2,
Kware,Sokoto,Nigeria,13.1554579,5.2931233,conflict_zone,6,231400,7,523,15/01/2023,0.22,
Rabah,Sokoto,Nigeria,13.0019667,5.7945252,conflict_zone,4,257400,6,3169,02/11/2022,0.25,
Sabon Birni,Sokoto,Nigeria,13.5311002,6.2175118,conflict_zone,3,358100,8,4214,03/09/2022,0.35,
Shagari,Sokoto,Nigeria,12.5426651,5.0724551,town,0,270800,0,245,,0.1,
Silame,Sokoto,Nigeria,12.9891628,4.8202412,conflict_zone,1,180500,0,1458,18/08/2022,0.17,
Sokoto North,Sokoto,Nigeria,13.0665791,5.2331985,town,0,402200,0,1196,,0.15,
Sokoto South,Sokoto,Nigeria,13.03565,5.2629592,town,0,341200,0,811,,0.13,
Tambuwal,Sokoto,Nigeria,12.3986484,4.9429866,town,0,389900,0,2080,,0.15,
Tangaza,Sokoto,Nigeria,13.4791552,4.9704261,conflict_zone,2,198100,17,1982,18/08/2022,0.19,
Tureta,Sokoto,Nigeria,12.5190328,5.4949963,conflict_zone,2,118100,0,1959,20/12/2022,0.11,
Wamakko,Sokoto,Nigeria,13.0299143,5.0964822,town,0,309400,0,11,,0.11,
Wurno,Sokoto,Nigeria,13.2428503,5.4760516,conflict_zone,3,280300,5,3182,30/05/2023,0.27,
Yabo,Sokoto,Nigeria,12.7727698,4.9280534,town,0,199000,0,97,,0.07,
Ardo-Kola,Taraba,Nigeria,8.8470989,11.1325195,town,0,138100,0,1535,,0.04,
Bali,Taraba,Nigeria,8.0906258,10.9522619,conflict_zone,4,332000,16,2009,07/08/2022,0.33,
Donga,Taraba,Nigeria,7.6647556,10.0812577,conflict_zone,1,209400,0,2161,25/02/2023,0.2,
Gashaka,Taraba,Nigeria,7.5071871,11.3402371,town,0,137100,0,423,,0.04,
Gassol,Taraba,Nigeria,8.3828235,10.4650956,conflict_zone,1,385500,0,3255,14/08/2022,0.38,
Ibi,Taraba,Nigeria,8.182155,9.7472789,town,0,132600,0,652,,0.04,
Jalingo,Taraba,Nigeria,8.894985,11.360042,conflict_zone,9,220700,6,2015,20/10/2022,0.21,
Karim-Lamido,Taraba,Nigeria,9.1473131,10.8580208,town,0,305100,0,751,,0.11,
Kurmi,Taraba,Nigeria,7.2643351,10.7014076,town,0,143600,0,650,,0.05,
Lau,Taraba,Nigeria,9.1939001,11.4630191,town,0,149700,0,649,,0.05,
Sardauna,Taraba,Nigeria,6.929532,11.2229288,town,0,352900,0,558,,0.13,
Takum,Taraba,Nigeria,7.2549376,9.9852661,conflict_zone,7,211700,40,4740,27/10/2022,0.2,
Ussa,Taraba,Nigeria,7.1040816,10.0535879,town,0,143000,0,645,,0.05,
Wukari,Taraba,Nigeria,7.8705196,9.7775523,conflict_zone,4,374800,8,8717,18/04/2023,0.37,
Yorro,Taraba,Nigeria,8.8803048,11.5067844,town,0,141400,0,650,,0.04,
Zing,Taraba,Nigeria,8.8585801,11.7650828,town,0,200900,0,392,,0.07,
Bade,Yobe,Nigeria,10.0608705,13.267365,town,0,219800,0,7079,,0.08,
Bursari,Yobe,Nigeria,12.4514335,10.7178005,town,0,172500,0,1736,,0.06,
Damaturu,Yobe,Nigeria,11.747,11.9608,conflict_zone,5,137900,9,7794,29/08/2022,0.13,
Fika,Yobe,Nigeria,11.320567,11.2729093,town,0,215000,0,1995,,0.08,
Fune,Yobe,Nigeria,11.8920217,11.4324499,town,0,474700,0,1772,,0.18,
Geidam,Yobe,Nigeria,12.8952043,11.9264702,conflict_zone,4,244900,2,4043,10/09/2022,0.24,
Gujba,Yobe,Nigeria,11.344585,11.9202736,conflict_zone,3,204100,7,20412,25/09/2022,0.2,
Gulani,Yobe,Nigeria,10.9178343,11.6427552,town,0,162700,0,1778,,0.05,
Jakusko,Yobe,Nigeria,12.3691,10.7744631,town,0,365500,0,840,,0.14,
Karasuwa,Yobe,Nigeria,13.0000596,10.6717985,town,0,165900,0,780,,0.05,
Machina,Yobe,Nigeria,13.0342994,10.0474618,town,0,95900,0,402,,0.03,
Nangere,Yobe,Nigeria,11.8075445,11.0562868,town,0,137600,0,718,,0.04,
Nguru,Yobe,Nigeria,12.875615,10.4540091,conflict_zone,2,236900,1,2887,21/01/2023,0.23,
Potiskum,Yobe,Nigeria,11.7122553,11.0762744,town,0,322100,0,2668,,0.12,
Tarmua,Yobe,Nigeria,12.226929,11.8318975,town,0,122100,0,2950,,0.04,
Yunusari,Yobe,Nigeria,13.114159,11.7686413,conflict_zone,1,198000,1,657,05/07/2023,0.19,
Yusufari,Yobe,Nigeria,13.156975,10.4922742,town,0,174100,0,593,,0.06,
Anka,Zamfara,Nigeria,11.9832114,5.9642846,conflict_zone,9,255500,10,12564,17/10/2022,0.25,
Bakura,Zamfara,Nigeria,12.5584645,5.8640739,conflict_zone,3,332900,5,3087,28/08/2022,0.33,
Birnin Magaji,Zamfara,Nigeria,12.1655937,5.3021667,conflict_zone,2,327500,18,3955,17/10/2022,0.32,
Bukkuyum,Zamfara,Nigeria,11.98501,5.5834557,town,0,384900,0,6035,,0.14,
Bungudu,Zamfara,Nigeria,12.0079549,6.5157571,conflict_zone,6,460200,16,2572,24/08/2022,0.46,
Gummi,Zamfara,Nigeria,12.0443133,5.1088086,conflict_zone,5,367800,8,3113,20/08/2022,0.36,
Gusau,Zamfara,Nigeria,12.1658358,6.6606398,conflict_zone,34,682700,28,8274,18/08/2022,0.69,
Kaura Namoda,Zamfara,Nigeria,12.4773306,6.5716659,conflict_zone,21,507700,19,2360,13/08/2022,0.51,
Maradun,Zamfara,Nigeria,12.7162901,6.3270017,conflict_zone,10,369300,52,3368,12/08/2022,0.37,
Maru,Zamfara,Nigeria,11.6364829,6.3200966,conflict_zone,8,521500,64,4150,13/10/2022,0.52,
Shinkafi,Zamfara,Nigeria,13.0373049,6.3704843,conflict_zone,18,241900,35,2424,17/09/2022,0.24,
Talata Mafara,Zamfara,Nigeria,12.3990101,6.0825831,conflict_zone,3,383700,2,7732,29/11/2022,0.38,
Tsafe,Zamfara,Nigeria,11.8234446,6.9042433,conflict_zone,10,474900,19,2759,18/09/2022,0.47,
Zurmi,Zamfara,Nigeria,12.8632427,6.7601807,conflict_zone,22,523000,53,2758,22/09/2022,0.52,
Camp(1),Kubwa,Nigeria,9.07063495,7.425666288,idpcamp,0,42000,0,0,,0,"['kubwa', 'apo', 'lugbe', 'malayasian', 'wassa', 'durumi']"
Camp(2),Kubwa,Nigeria,11.9362785,13.26658401,idpcamp,0,49000,0,0,,0,"['dalori2', 'bulabulin', 'bakassi', 'stadium', 'mandarari', 'konduga', 'dalori']"
Camp(3),Kubwa,Nigeria,12.0708141,13.91038855,idpcamp,0,21000,0,0,,0,"['sangaya', 'masarmari', 'maisarmari']"
Camp(4),Borno,Nigeria,11.69122413,14.01915057,idpcamp,0,7000,0,0,,0,['banki']
Camp(5),Borno,Nigeria,11.41073617,12.68873265,idpcamp,0,7000,0,0,,0,['damboa']
Camp(6),Borno,Nigeria,12.46275236,14.17560645,idpcamp,0,21000,0,0,,0,"['ladari', 'gambaru', 'ngala']"
Camp(7),Borno,Nigeria,12.78726987,13.63576877,idpcamp,0,7000,0,0,,0,['monguno']
Camp(8),Borno,Nigeria,11.4562985,13.77919438,idpcamp,0,7000,0,0,,0,['pulka']
Camp(9),Borno,Nigeria,9.857886224,8.887861067,idpcamp,0,7000,0,0,,0,['bukuru']
Camp(10),Anka,Nigeria,12.17433443,5.91723101,idpcamp,0,7000,0,0,,0,['anka']
Camp(11),Makurdi,Nigeria,7.880175354,8.555395907,idpcamp,0,7000,0,0,,0,['agan']
Camp(12),Kalahi,Nigeria,9.240256262,12.39815975,idpcamp,0,14000,0,0,,0,"['malkohi', 'malkohi_yola']"
Camp(13),Guma,Nigeria,9.901973223,8.289947653,idpcamp,0,7000,0,0,,0,['mbawa']
Camp(14),Guma,Nigeria,7.917702898,8.861617762,idpcamp,0,7000,0,0,,0,['gbajimba']
